"id";"loan_amnt";"funded_amnt";"term";"int_rate";"installment";"grade";"emp_title";"emp_length";"home_ownership";"annual_inc";"verification_status";"issue_d";"loan_status";"desc";"title";"zip_code";"addr_state";"dti";"delinq_2yrs";"earliest_cr_line";"fico_range_low";"fico_range_high";"inq_last_6mths";"mths_since_last_delinq";"mths_since_last_record";"open_acc";"pub_rec";"revol_bal";"revol_util";"total_acc";"initial_list_status";"out_prncp";"out_prncp_inv";"total_pymnt";"total_pymnt_inv";"total_rec_prncp";"total_rec_int";"total_rec_late_fee";"recoveries";"collection_recovery_fee";"last_pymnt_d";"last_pymnt_amnt";"next_pymnt_d";"last_credit_pull_d";"last_fico_range_high";"last_fico_range_low";"collections_12_mths_ex_med";"mths_since_last_major_derog";"policy_code";"application_type";"annual_inc_joint";"dti_joint";"verification_status_joint";"acc_now_delinq";"tot_coll_amt";"tot_cur_bal";"open_acc_6m";"open_act_il";"open_il_12m";"open_il_24m";"mths_since_rcnt_il";"total_bal_il"
502;3500;3500;" 36 months";20.39;130.77;"D";"Mech";"7 years";"RENT";51000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"334xx";"FL";12.12;0;"3-Jul";660;664;0;41;"";4;0;2066;64.6;12;"w";2559.74;2559.74;1531.58;1531.58;940.26;591.32;0;0;0;"19-Mar";130.77;"19-Apr";"19-Mar";694;690;0;"42";1;"Individual";"";"";"";0;0;16033;0;1;0;1;13;13967
503;8000;8000;" 36 months";9.43;256.01;"B";"Software Developer";"1 year";"RENT";71500;"Not Verified";"18-Mar";"Current";"";"Major purchase";"232xx";"VA";1.81;1;"2-Aug";700;704;0;18;"";4;0;5238;38.5;19;"w";5789.95;5789.95;2807.73;2807.73;2210.05;597.68;0;0;0;"19-Feb";256.01;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;5238;0;0;0;0;30;0
504;5000;5000;" 36 months";7.34;155.17;"A";"Manager";"4 years";"RENT";15000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"432xx";"OH";31.6;0;"Aug-98";780;784;0;0;"";5;0;76;0.7;8;"w";3586.86;3586.86;1702.79;1702.79;1413.14;289.65;0;0;0;"19-Feb";155.17;"19-Apr";"19-Mar";744;740;0;"";1;"Individual";"";"";"";0;52;8259;1;1;0;0;51;8183
505;17000;17000;" 60 months";15.04;404.79;"C";"Director Of Admissions ";"< 1 year";"RENT";50000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"452xx";"OH";34.15;0;"7-Aug";680;684;2;0;"";11;0;15478;69.4;21;"w";14753.78;14753.78;4510.17;4510.17;2246.22;2263.95;0;0;0;"19-Mar";404.79;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;160486;1;6;0;0;41;145008
506;10000;10000;" 60 months";9.92;212.08;"B";"Mortgage Associate  ";"10+ years";"RENT";40000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"441xx";"OH";15.96;0;"6-Nov";735;739;0;32;"";9;0;8466;23.1;24;"w";8516.13;8516.13;2321.86;2321.86;1483.87;837.99;0;0;0;"19-Feb";212.08;"19-Apr";"19-Mar";754;750;0;"";1;"Individual";"";"";"";0;0;12245;0;1;0;1;23;3779
507;24000;24000;" 36 months";7.96;751.63;"A";"Transportation Ops. Lead Person";"10+ years";"MORTGAGE";55000;"Source Verified";"18-Mar";"Current";"";"Other";"338xx";"FL";48.05;0;"4-Jul";755;759;0;0;"";10;0;16322;47.4;17;"w";17262.77;17262.77;8246.7;8246.7;6737.23;1509.47;0;0;0;"19-Feb";751.63;"19-Apr";"19-Mar";744;740;0;"";1;"Joint App";"93000";"29.95";"Source Verified";0;0;175361;2;3;1;1;5;56429
508;32000;32000;" 60 months";12.61;721.73;"C";"Manager";"8 years";"RENT";78000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"113xx";"NY";3.91;2;"Jul-86";675;679;0;4;"";9;0;9600;32.0;17;"w";27529.95;27529.95;7894.19;7894.19;4470.05;3424.14;0;0;0;"19-Feb";721.73;"19-Apr";"19-Mar";724;720;1;"";1;"Individual";"";"";"";0;1062;436687;0;0;0;0;127;0
509;5000;5000;" 36 months";20.39;186.82;"D";"Phlebotomist";"10+ years";"RENT";45000;"Verified";"18-Mar";"Current";"";"Other";"535xx";"WI";38.05;0;"3-Nov";685;689;0;0;"";16;0;16380;76.2;31;"f";3779.31;3779.31;2043.69;2043.69;1220.69;823.0;0;0;0;"19-Feb";186.82;"19-Apr";"19-Mar";689;685;0;"";1;"Individual";"";"";"";0;0;39157;0;8;1;1;9;22777
510;8000;8000;" 36 months";9.92;257.84;"B";"stockroom";"7 years";"MORTGAGE";85000;"Not Verified";"18-Mar";"Current";"";"Home improvement";"068xx";"CT";19.14;0;"1-May";770;774;2;0;"";14;0;6661;16.3;24;"w";5801.87;5801.87;2827.42;2827.42;2198.13;629.29;0;0;0;"19-Feb";257.84;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;40187;3;3;4;5;3;33526
511;15000;15000;" 60 months";15.04;357.17;"C";"Office Manager/HR";"6 years";"MORTGAGE";80000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"762xx";"TX";27.84;0;"5-Aug";670;674;0;0;"";14;0;21842;61.7;25;"w";13018.02;13018.02;3903.8;3903.8;1981.98;1921.82;0;0;0;"19-Mar";357.17;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;176252;1;4;1;2;12;38935
512;10000;10000;" 36 months";6.71;307.45;"A";"teacher";"10+ years";"RENT";101858;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"950xx";"CA";10.99;0;"1-May";725;729;0;66;"";6;0;2872;21.3;19;"w";7154.46;7154.46;3374.49;3374.49;2845.54;528.95;0;0;0;"19-Feb";307.45;"19-Apr";"19-Mar";739;735;0;"";1;"Individual";"";"";"";0;0;28821;0;2;0;2;20;25949
513;24000;24000;" 60 months";25.81;715.88;"E";"Lead Security Manager";"10+ years";"MORTGAGE";63300;"Verified";"18-Mar";"Fully Paid";"";"Home buying";"146xx";"NY";37.23;0;"4-Aug";700;704;0;0;"";19;0;38273;54.6;28;"w";0.0;0.0;25164.09247;25164.09;24000.0;1164.09;0;0;0;"18-Jun";24517.04;"";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;0;67292;1;2;1;1;5;29019
514;12000;12000;" 60 months";9.92;254.5;"B";"New Business Manager ";"4 years";"MORTGAGE";90000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"605xx";"IL";10.55;0;"7-Oct";725;729;1;63;"";11;0;6319;16.7;22;"w";10219.31;10219.31;2786.27;2786.27;1780.69;1005.58;0;0;0;"19-Feb";254.5;"19-Apr";"19-Mar";674;670;0;"63";1;"Individual";"";"";"";0;0;465689;1;3;0;2;14;33686
515;17000;17000;" 60 months";9.43;356.46;"B";"Teacher";"7 years";"OWN";50000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"853xx";"AZ";25.17;0;"2-Nov";770;774;0;27;"";17;0;9152;20.9;44;"w";14449.82;14449.82;3903.25;3903.25;2550.18;1353.07;0;0;0;"19-Feb";356.46;"19-Apr";"19-Mar";749;745;0;"";1;"Joint App";"105000";"17";"Not Verified";0;0;290695;2;3;0;1;13;56298
516;10000;10000;" 60 months";10.9;216.93;"B";"Account rep ";"8 years";"RENT";60000;"Verified";"18-Mar";"Late (16-30 days)";"";"Debt consolidation";"945xx";"CA";13.4;0;"7-Jun";770;774;0;0;"";5;0;0;0.0;26;"w";8549.43;8549.43;2343.71;2343.71;1450.57;878.14;15;0;0;"19-Feb";448.86;"19-Apr";"19-Mar";809;805;0;"";1;"Joint App";"124000";"17.56";"Source Verified";0;0;33017;1;2;0;1;17;33017
517;26000;26000;" 36 months";18.45;945.85;"D";"Trucking owner";"6 years";"OWN";220000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"553xx";"MN";16.19;0;"10-Sep";680;684;0;0;"";10;0;27445;57.1;13;"f";19509.13;19509.13;10351.05;10351.05;6490.87;3860.18;0;0;0;"19-Feb";945.85;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;66105;0;3;0;1;15;38660
518;35000;35000;" 60 months";12.61;789.39;"C";"Director of Operations";"4 years";"MORTGAGE";210000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"951xx";"CA";16.32;1;"3-Mar";680;684;1;22;"";11;0;45986;87.1;29;"w";30110.91;30110.91;8634.25;8634.25;4889.09;3745.16;0;0;0;"19-Mar";789.39;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;144719;1;5;1;3;6;98733
519;3000;3000;" 36 months";9.92;96.69;"B";"Staffing Consultant";"< 1 year";"RENT";40000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"752xx";"CA";16.47;0;"6-Nov";720;724;0;0;"";9;0;7705;59.3;19;"w";2096.99;2096.99;1147.69;1147.69;903.01;244.68;0;0;0;"19-Mar";96.69;"19-Apr";"19-Mar";759;755;0;"";1;"Individual";"";"";"";0;0;11141;0;5;0;0;35;3436
520;10000;10000;" 36 months";9.92;322.3;"B";"NotAsked";"10+ years";"RENT";87600;"Source Verified";"18-Mar";"Current";"";"Other";"802xx";"CO";20.01;1;"Mar-94";695;699;2;6;"";24;0;8659;21.5;34;"w";6989.98;6989.98;3824.31;3824.31;3010.02;814.29;0;0;0;"19-Mar";322.3;"19-Apr";"19-Mar";684;680;1;"6";1;"Individual";"";"";"";0;0;37976;0;3;1;2;11;29317
521;10000;10000;" 36 months";6.07;304.54;"A";"Coordinator";"10+ years";"RENT";42000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"321xx";"FL";25.24;0;"Oct-96";735;739;0;0;"";10;0;19195;52.0;27;"w";6866.29;6866.29;3622.45;3622.45;3133.71;488.74;0;0;0;"19-Mar";304.54;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;149523;1;1;0;1;13;20694
522;5000;5000;" 36 months";14.07;171.06;"C";"Practice Manager";"8 years";"RENT";32000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"398xx";"GA";21.77;0;"9-Sep";660;664;0;0;"";8;0;4224;54.2;10;"f";3688.1;3688.1;1873.84;1873.84;1311.9;561.94;0;0;0;"19-Feb";171.06;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;330;18121;0;2;1;1;7;13897
523;1000;1000;" 36 months";16.01;35.17;"C";"Mail handler ";"5 years";"RENT";40000;"Source Verified";"18-Mar";"Fully Paid";"";"Credit card refinancing";"601xx";"IL";20.64;0;"7-Nov";695;699;3;25;"";13;0;1514;17.2;16;"f";0.0;0.0;1027.267208;1027.27;1000.0;27.27;0;0;0;"18-Jul";493.71;"";"19-Feb";709;705;0;"";1;"Individual";"";"";"";0;0;22227;3;2;3;4;5;20713
524;15600;15600;" 60 months";16.01;379.45;"C";"Market Reporting Assistant";"8 years";"MORTGAGE";60000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"472xx";"IN";30.2;0;"6-Jul";690;694;1;0;"";12;0;16089;69.1;27;"w";13585.89;13585.89;4146.2;4146.2;2014.11;2132.09;0;0;0;"19-Mar";379.45;"19-Apr";"19-Mar";659;655;0;"";1;"Individual";"";"";"";0;0;85480;1;5;2;3;5;21424
525;5000;5000;" 36 months";9.43;160.01;"B";"RH Manager";"1 year";"OWN";32000;"Source Verified";"18-Mar";"Current";"";"Other";"442xx";"OH";13.24;0;"Aug-94";680;684;0;0;"69";3;2;2903;29.0;5;"f";3618.67;3437.74;1754.87;1667.13;1381.33;373.54;0;0;0;"19-Feb";160.01;"19-Apr";"19-Mar";669;665;0;"";1;"Individual";"";"";"";0;110;10207;0;2;1;2;12;7304
526;12000;12000;" 36 months";16.01;421.95;"C";"Sr Specialist/Analysts ";"5 years";"RENT";72000;"Source Verified";"18-Mar";"Current";"";"Other";"112xx";"NY";3.61;0;"7-Feb";660;664;1;0;"";9;0;5061;61.0;10;"w";8921.83;8921.83;4657.01;4657.01;3078.17;1578.84;0;0;0;"19-Mar";458.86;"19-Apr";"19-Mar";629;625;0;"";1;"Individual";"";"";"";0;0;5061;1;0;0;0;133;0
527;15600;15600;" 60 months";14.07;363.56;"C";"Shop foreman";"10+ years";"RENT";40000;"Source Verified";"18-Mar";"Current";"";"Car financing";"847xx";"UT";13.38;0;"8-Aug";670;674;0;0;"26";12;1;98;0.5;31;"w";13181.27;13181.27;4402.18;4402.18;2418.73;1983.45;0;0;0;"19-Mar";363.56;"19-Apr";"19-Mar";679;675;0;"";1;"Individual";"";"";"";0;0;13552;0;2;2;3;7;13454
528;21000;21000;" 36 months";6.71;645.64;"A";"Driver";"5 years";"OWN";120000;"Source Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"112xx";"NY";12.87;0;"Mar-00";755;759;2;36;"";10;0;18547;31.4;20;"w";0.0;0.0;21542.65432;21542.65;21000.0;542.65;0;0;0;"19-Feb";101.91;"";"19-Mar";739;735;0;"";1;"Individual";"";"";"";0;0;25348;0;2;1;1;11;6290
529;40000;40000;" 60 months";14.07;932.19;"C";"Security Officer";"9 years";"OWN";125000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"111xx";"NY";16.1;0;"2-Jun";675;679;0;0;"";13;0;31916;93.3;26;"w";34595.45;34595.45;10191.56;10191.56;5404.55;4787.01;0;0;0;"19-Mar";932.19;"19-Apr";"19-Mar";779;775;0;"";1;"Individual";"";"";"";0;0;41800;0;1;0;1;24;9000
530;14400;14400;" 36 months";7.34;446.88;"A";"materials ";"2 years";"RENT";34000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"945xx";"CA";14.65;0;"6-Nov";730;734;0;0;"";8;0;5951;26.1;15;"w";10330.25;10330.25;4903.94;4903.94;4069.75;834.19;0;0;0;"19-Feb";446.88;"19-Apr";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;12506;2;1;0;1;18;6555
531;10000;10000;" 36 months";5.31;301.11;"A";"Director of Engineering";"2 years";"RENT";87000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"926xx";"CA";2.26;0;"3-Oct";795;799;0;0;"";8;0;7890;8.3;18;"w";6536.89;6536.89;3904.0;3904.0;3463.11;440.89;0;0;0;"19-Mar";301.11;"19-Apr";"19-Mar";809;805;0;"";1;"Joint App";"137000";"13.19";"Source Verified";0;0;7890;1;0;0;0;138;0
532;38750;38750;" 60 months";10.9;840.59;"B";"Senior Ageny ";"4 years";"MORTGAGE";70000;"Source Verified";"18-Mar";"Fully Paid";"";"Home improvement";"411xx";"KY";21.22;0;"3-Apr";715;719;1;0;"";10;0;4751;26.8;65;"w";0.0;0.0;40144.99653;40145.0;38750.0;1395.0;0;0;0;"18-Aug";27670.16;"";"19-Feb";719;715;0;"";1;"Joint App";"180000";"12.59";"Source Verified";0;4139;310771;1;3;1;2;5;106090
533;2750;2750;" 36 months";9.43;88.01;"B";"Customer Service";"4 years";"RENT";28080;"Not Verified";"18-Mar";"Current";"";"Other";"080xx";"NJ";21.37;0;"Nov-98";815;819;0;0;"";12;0;431;2.2;14;"w";1990.22;1990.22;965.23;965.23;759.78;205.45;0;0;0;"19-Feb";88.01;"19-Apr";"19-Mar";809;805;0;"";1;"Individual";"";"";"";0;0;12762;0;2;1;1;9;12331
534;18000;18000;" 60 months";21.85;495.61;"D";"Wire Technician ";"5 years";"RENT";35000;"Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"281xx";"NC";14.33;1;"3-May";690;694;1;23;"103";10;1;16044;37.3;22;"w";0.0;0.0;21626.33163;21626.33;18000.0;3626.33;0;0;0;"19-Feb";16713.93;"";"19-Mar";669;665;0;"27";1;"Individual";"";"";"";0;704;16044;1;0;3;3;5;0
535;28000;28000;" 36 months";24.84;1110.91;"E";"ICU Unit Clerk";"< 1 year";"RENT";36000;"Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"895xx";"NV";112.2;0;"3-May";700;704;0;64;"";28;0;68311;61.8;50;"f";0.0;0.0;8844.78;8836.88;1627.15;1628.3;0;5589;1006;"18-Jul";1110.91;"";"18-Mar";704;700;0;"64";1;"Joint App";"136000";"35.98";"Verified";0;0;180287;1;6;1;4;7;111976
536;8000;8000;" 36 months";9.43;256.01;"B";"Dispatcher";"3 years";"MORTGAGE";38448;"Verified";"18-Mar";"Current";"";"Other";"492xx";"MI";24.78;0;"14-Feb";765;769;0;0;"";9;0;931;6.3;11;"f";5790.22;5609.27;2807.73;2719.99;2209.78;597.95;0;0;0;"19-Feb";256.01;"19-Apr";"19-Mar";744;740;0;"";1;"Joint App";"63408";"15.5";"Verified";0;0;157469;1;2;1;1;12;11197
537;16000;16000;" 36 months";6.07;487.26;"A";"Analyst";"8 years";"MORTGAGE";150000;"Not Verified";"18-Mar";"Current";"";"Other";"995xx";"AK";21.5;0;"Mar-89";710;714;0;0;"";25;0;75664;47.6;42;"w";11415.63;11415.63;5349.07;5349.07;4584.37;764.7;0;0;0;"19-Feb";487.26;"19-Apr";"19-Mar";689;685;0;"";1;"Joint App";"191000";"21.61";"Not Verified";0;0;368511;0;2;1;1;12;22759
538;5000;5000;" 36 months";18.45;181.9;"D";"Care Giver";"1 year";"MORTGAGE";42000;"Source Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"945xx";"CA";0.0;0;"3-Apr";775;779;0;27;"";2;0;0;0.0;8;"w";0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;"";0.0;"";"19-Mar";589;585;0;"27";1;"Individual";"";"";"";0;0;1714;1;1;1;1;2;1714
539;25000;25000;" 60 months";10.41;536.24;"B";"Market Manager";"10+ years";"MORTGAGE";62943;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"782xx";"TX";35.37;0;"2-Dec";740;744;0;34;"";15;0;17703;25.9;32;"w";21330.57;21330.57;5869.72;5869.72;3669.43;2200.29;0;0;0;"19-Feb";536.24;"19-Apr";"19-Mar";764;760;0;"";1;"Joint App";"95017";"33.22";"Not Verified";0;0;107712;0;3;1;1;12;54983
540;20000;20000;" 36 months";9.92;644.6;"B";"Field Service Manager";"2 years";"MORTGAGE";99800;"Verified";"18-Mar";"Current";"";"Debt consolidation";"031xx";"NH";15.15;0;"8-Oct";715;719;3;0;"";14;0;40548;37.6;34;"w";13979.97;13979.97;7647.03;7647.03;6020.03;1627.0;0;0;0;"19-Mar";644.6;"19-Apr";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;0;64013;0;1;0;1;17;23465
541;19200;19200;" 60 months";11.98;426.9;"B";"";"";"MORTGAGE";95000;"Not Verified";"18-Mar";"Current";"";"Other";"703xx";"LA";23.11;0;"Mar-90";715;719;2;0;"";15;0;34577;52.6;28;"w";16479.48;16479.48;4670.34;4670.34;2720.52;1949.82;0;0;0;"19-Feb";426.9;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;297889;0;5;2;4;8;31825
542;2000;2000;" 36 months";15.04;69.37;"C";"Medical Assitant";"4 years";"RENT";35000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"597xx";"MT";33.61;0;"13-Aug";675;679;0;37;"";14;0;4791;47.4;16;"f";1480.95;1480.95;759.73;759.73;519.05;240.68;0;0;0;"19-Feb";69.37;"19-Apr";"19-Mar";689;685;0;"";1;"Individual";"";"";"";0;0;41226;0;8;2;3;10;36435
543;30000;30000;" 60 months";21.85;826.02;"D";"Supply Chain Director";"10+ years";"MORTGAGE";95000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"378xx";"TN";18.41;0;"4-Jun";700;704;1;0;"";10;0;30576;98.6;23;"w";26288.12;26288.12;9708.5;9708.5;3711.88;5996.62;0;0;0;"19-Mar";826.02;"19-Apr";"19-Mar";659;655;0;"";1;"Individual";"";"";"";0;0;64464;1;4;1;1;2;33888
544;14800;14800;" 60 months";19.42;387.35;"D";"Warranty manager";"10+ years";"RENT";50000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"689xx";"NE";29.24;0;"7-Jul";720;724;0;0;"";9;0;10171;76.0;9;"w";13035.98;13035.98;4228.91;4228.91;1764.02;2464.89;0;0;0;"19-Mar";387.35;"19-Apr";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;0;38863;0;2;1;1;10;28692
545;4000;4000;" 36 months";6.71;122.98;"A";"service desk analyst";"2 years";"MORTGAGE";76000;"Not Verified";"18-Mar";"Current";"";"Other";"197xx";"DE";6.03;1;"Sep-86";735;739;0;20;"";9;0;2206;18.5;39;"w";2861.79;2861.79;1349.8;1349.8;1138.21;211.59;0;0;0;"19-Feb";122.98;"19-Apr";"19-Mar";734;730;0;"20";1;"Individual";"";"";"";0;0;119224;0;1;0;0;27;899
546;9000;9000;" 36 months";9.92;290.07;"B";"Certified medical assistant ";"5 years";"MORTGAGE";37000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"605xx";"IL";34.55;0;"4-Apr";695;699;0;0;"";16;0;11345;29.7;32;"w";6527.1;6527.1;3180.85;3180.85;2472.9;707.95;0;0;0;"19-Feb";290.07;"19-Apr";"19-Mar";724;720;0;"";1;"Joint App";"122000";"12.91";"Verified";0;0;54503;2;1;1;1;1;43158
547;32000;32000;" 60 months";9.43;670.97;"B";"Firefighter";"3 years";"MORTGAGE";100000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"014xx";"MA";16.88;0;"7-Jul";770;774;0;0;"";7;0;2363;15.1;14;"w";27050.98;27050.98;7487.14;7487.14;4949.02;2538.12;0;0;0;"19-Feb";670.97;"19-Apr";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;344220;1;3;1;2;11;43633
548;25000;25000;" 60 months";9.43;524.2;"B";"Senior Manager - Accounting";"10+ years";"MORTGAGE";185000;"Verified";"18-Mar";"Fully Paid";"";"Major purchase";"272xx";"NC";14.48;0;"1-Oct";790;794;0;0;"";13;0;37335;1.6;40;"w";0.0;0.0;26716.51126;26716.51;25000.0;1716.51;0;0;0;"19-Jan";22549.1;"";"19-Jan";784;780;0;"";1;"Individual";"";"";"";0;0;329407;3;2;2;4;1;99873
549;16000;16000;" 36 months";9.43;512.01;"B";"Biomed Engineer";"10+ years";"OWN";110000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"402xx";"KY";29.26;0;"Feb-91";660;664;1;0;"";27;0;70845;81.2;56;"w";11158.99;11158.99;6066.02;6066.02;4841.01;1225.01;0;0;0;"19-Mar";512.01;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;108317;2;7;2;3;6;37472
550;6000;6000;" 36 months";9.43;192.01;"B";"Operations Manager";"10+ years";"MORTGAGE";47700;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"180xx";"PA";15.7;0;"10-Oct";720;724;0;0;"95";9;1;3515;16.7;11;"w";4342.43;4342.43;2105.82;2105.82;1657.57;448.25;0;0;0;"19-Feb";192.01;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;721;139161;1;3;1;1;4;17918
551;6000;6000;" 36 months";9.43;192.01;"B";"Warehouse Assistant";"1 year";"RENT";29120;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"782xx";"TX";23.29;0;"14-Aug";730;734;0;0;"";4;0;3138;40.8;6;"f";3842.55;3666.44;2605.82;2486.39;2157.45;448.37;0;0;0;"19-Feb";692.01;"19-Apr";"19-Mar";669;665;0;"";1;"Individual";"";"";"";0;0;27039;1;1;0;3;17;23901
552;7000;7000;" 36 months";7.96;219.23;"A";"Delivery driver";"10+ years";"MORTGAGE";105000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"871xx";"NM";19.05;2;"3-Aug";705;709;2;13;"";9;0;8026;23.5;30;"w";5034.92;5034.92;2405.34;2405.34;1965.08;440.26;0;0;0;"19-Feb";219.23;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;311726;0;2;0;3;13;76827
553;9600;9600;" 36 months";9.43;307.21;"B";"Tech Employment Specialist";"5 years";"RENT";46164;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"972xx";"OR";10.81;0;"6-Feb";720;724;0;0;"";3;0;20767;91.5;31;"w";6947.96;6947.96;3384.34;3384.34;2652.04;732.3;0;0;0;"19-Mar";307.21;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;95574;1;1;1;5;6;74807
554;10000;10000;" 36 months";10.9;326.92;"B";"Instructional Designer";"2 years";"RENT";110000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"112xx";"NY";11.78;0;"Dec-96";690;694;0;0;"";13;0;23526;87.5;26;"w";7281.83;7281.83;3584.01;3584.01;2718.17;865.84;0;0;0;"19-Feb";326.92;"19-Apr";"19-Mar";684;680;0;"";1;"Individual";"";"";"";0;0;206868;0;9;1;2;7;183342
555;11000;11000;" 36 months";11.98;365.26;"B";"dispatcher";"< 1 year";"RENT";38000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"908xx";"CA";2.02;0;"11-May";685;689;0;0;"";6;0;4145;21.4;16;"w";8045.58;8045.58;4003.22;4003.22;2954.42;1048.8;0;0;0;"19-Feb";365.26;"19-Apr";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;100;4145;0;0;0;0;33;0
556;10000;10000;" 36 months";5.31;301.11;"A";"Manager";"10+ years";"MORTGAGE";101000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"941xx";"CA";6.04;1;"5-Jul";715;719;0;20;"";17;0;10986;23.2;19;"w";7111.19;7111.19;3315.16;3315.16;2888.81;426.35;0;0;0;"19-Mar";301.11;"19-Apr";"19-Mar";749;745;0;"";1;"Individual";"";"";"";0;0;442594;1;1;1;1;2;7885
557;30000;30000;" 60 months";24.84;877.73;"E";"Teacher";"2 years";"MORTGAGE";81000;"Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"937xx";"CA";25.3;0;"7-Jul";675;679;0;0;"";15;0;29850;67.1;26;"w";0.0;0.0;31885.09201;31885.09;30000.0;1885.09;0;0;0;"18-Jul";30212.43;"";"19-Mar";764;760;0;"";1;"Individual";"";"";"";0;0;282870;0;2;0;1;19;119014
558;15000;15000;" 36 months";11.98;498.08;"B";"Psa";"7 years";"MORTGAGE";30000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"335xx";"FL";48.04;0;"8-Jan";725;729;0;0;"84";9;1;2307;11.4;13;"w";10971.26;10971.26;5458.91;5458.91;4028.74;1430.17;0;0;0;"19-Feb";498.08;"19-Apr";"19-Mar";694;690;0;"";1;"Joint App";"57000";"36.38";"Not Verified";0;0;25804;2;2;1;2;2;23497
559;5500;5500;" 36 months";13.58;186.86;"C";"Administration ";"10+ years";"RENT";51000;"Not Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"441xx";"OH";18.56;0;"3-Sep";735;739;1;0;"";9;0;13366;54.8;15;"f";0.0;0.0;365.42;365.42;250.22;115.2;0;0;0;"18-Jun";186.86;"";"19-Mar";649;645;0;"";1;"Joint App";"104500";"19.32";"Not Verified";0;0;29971;0;1;0;0;31;16605
560;29000;29000;" 60 months";7.34;578.9;"A";"Director of Medical Staff Credentialing";"5 years";"MORTGAGE";57200;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"986xx";"WA";40.87;0;"4-Sep";780;784;0;0;"";20;0;29031;60.1;35;"w";24445.73;24445.73;6344.25;6344.25;4554.27;1789.98;0;0;0;"19-Feb";578.9;"19-Apr";"19-Mar";809;805;0;"";1;"Joint App";"126755";"23.76";"Source Verified";0;0;370344;1;12;1;2;2;61618
